DATE,GDPPOT_GDPC1_GDPDEF_PC1
1995-10-01,3.73580440312936624500
1996-01-01,3.66705759030544700200
1996-04-01,4.02801526675646026800
1996-07-01,3.83287502126601479500
1996-10-01,4.01462663891865922200
1997-01-01,4.07714946068344474800
1997-04-01,4.12196395528705396100
1997-07-01,4.43477222328616279700
1997-10-01,4.06406470831591815700
1998-01-01,3.37038343120306873100
1998-04-01,3.36978487646167204200
1998-07-01,3.45002196191876480400
1998-10-01,3.64147980930627284100
1999-01-01,3.84204158647520151700
1999-04-01,3.92313830145014752900
1999-07-01,3.92989956786227056200
1999-10-01,4.61204167324080628700
2000-01-01,4.75397276675789970600
2000-04-01,5.51085876699386795700
2000-07-01,5.40816939199927858800
2000-10-01,5.21240746921451635800
2001-01-01,4.60254241420025143600
2001-04-01,4.47220662843931808500
2001-07-01,3.60215534973451812100
2001-10-01,3.04088190867492383700
2002-01-01,2.58952532821059077900
2002-04-01,2.18782068460264843300
2002-07-01,2.20637227359910842000
2002-10-01,2.36691794301115551000
2003-01-01,2.58779352587043459900
2003-04-01,2.72043699033126963700
2003-07-01,3.36945249627610597900
2003-10-01,3.67722898095287759100
2004-01-01,3.98753791117702606800
2004-04-01,4.75057698944259054300
2004-07-01,4.99330544190102534500
2004-10-01,5.42872169108437292000
2005-01-01,5.79369531515443787900
2005-04-01,5.59782133324493030600
2005-07-01,6.11393405026555207300
2005-10-01,6.17129485684835225600
2006-01-01,6.42200682164233551600
2006-04-01,6.51291273709966582500
2006-07-01,6.00083859757303223300
2006-10-01,5.47459232568548063500
2007-01-01,5.74988564433556739300
2007-04-01,5.53589356047697686700
2007-07-01,5.34123481041410476800
2007-10-01,5.47848556703220555200
2008-01-01,4.12962874471277369300
2008-04-01,3.86797897536734598500
2008-07-01,3.69143524877353668300
2008-10-01,2.14717425837200777600
2009-01-01,0.72496074819964845300
2009-04-01,-0.52159439840735389300
2009-07-01,-1.47393421007238673800
2009-10-01,-1.01427545516735818200
2010-01-01,-0.39779166660153457100
2010-04-01,0.88260810458709650000
2010-07-01,1.35432415050001287400
2010-10-01,1.82203748187075583800
2011-01-01,1.85758449543449106000
2011-04-01,2.24727072779567371700
2011-07-01,2.48916848870048937000
2011-10-01,2.11482017013817053700
2012-01-01,2.42302586688166329700
2012-04-01,2.04740955292067590100
2012-07-01,1.82090642723366207900
2012-10-01,2.24314601796674171400
2013-01-01,2.20914263310478613900
2013-04-01,1.81832064456284321100
2013-07-01,1.92003761870906155200
2013-10-01,2.16241538852971326500
2014-01-01,1.74487904718947176600
2014-04-01,2.67716873778698726200
2014-07-01,2.91907272898932033900
2014-10-01,2.28341403768374581800
2015-01-01,1.83538506063668635400
2015-04-01,1.92147972309276244400
2015-07-01,1.66796841432758874400
2015-10-01,1.37775572945931749700
2016-01-01,1.38745255415065465900
2016-04-01,1.47908519214081856200
2016-07-01,1.58976342779640084800
2016-10-01,2.37445962305589011400
2017-01-01,3.29851862649410501400
2017-04-01,2.71243505636898802800
2017-07-01,3.25975117603147373300
2017-10-01,3.77586321744444059700
2018-01-01,4.12438260328747720700
2018-04-01,4.81355217874645763300
2018-07-01,4.74045585251668853200
2018-10-01,4.27008160033716651000
2019-01-01,3.80806858070689276700
2019-04-01,3.67314208168795389300
2019-07-01,3.82221689846640527000
2019-10-01,3.72742094924138088600
2020-01-01,3.02167989821382376700
2020-04-01,-2.46849361658673949500
2020-07-01,1.69497489006121273900
2020-10-01,2.54601530148384603800
2021-01-01,4.22355373694479026300
2021-04-01,7.73621640025920978000
2021-07-01,8.90526562046900797200
2021-10-01,11.22545578845386641700
2022-01-01,12.04173991719206001600
2022-04-01,12.95479873081068598800
2022-07-01,12.43470124932123871600
2022-10-01,11.30262973154668472300
2023-01-01,9.63895470398862743400
2023-04-01,6.89085918662723815500
2023-07-01,6.66516124448436507500
2023-10-01,5.98246187287937053400
2024-01-01,5.68132880221929656200
